timestamp_s,encoder_count,accel_x_mss
0.866575,19336,-0.71818
0.872244,19468,-0.31206
0.877437,19589,0.11293
0.881963,19694,0.62304
0.887432,19822,0.99975
0.891882,19926,1.2494
0.902326,20169,1.52778
0.907119,20281,1.55331
0.911968,20395,1.58162
0.916263,20495,1.36771
0.921708,20622,1.09326
0.927207,20751,0.99417
0.933382,20895,0.71362
0.93845,21014,0.56763
0.9433,21127,0.50935
0.947621,21229,0.44441
0.953061,21356,0.29807
0.958056,21473,0.4099
0.962916,21587,0.29821
0.967511,21695,0.18895
0.972261,21806,0.05482
0.982224,22040,-0.24706
0.987571,22165,-0.63186
0.992323,22277,-1.01568
0.996951,22385,-1.16963
1.001708,22497,-1.4135
1.006895,22619,-1.57543
1.012292,22746,-1.62432
1.016791,22852,-1.53561
1.021674,22967,-1.47717
1.026702,23085,-1.15676
1.03184,23206,-0.77052
1.03672,23321,-0.33558
1.042346,23453,0.24488
1.047586,23576,0.67494
1.051654,23672,0.91437
1.056922,23796,1.3321
1.061696,23909,1.41495
1.066384,24019,1.50778
1.071164,24132,1.56561
1.076234,24252,1.47805
1.081075,24366,1.47584
1.086206,24487,1.13553
1.091656,24616,0.96138
1.096447,24729,0.82963
1.101209,24841,0.65669
1.106075,24956,0.47118
1.111205,25077,0.44037
1.116654,25206,0.3375
1.122213,25338,0.28196
1.127164,25455,0.27865
1.132042,25570,0.21128
1.137356,25696,0.20982
1.141978,25805,-0.17643
1.147415,25934,-0.38025
1.152321,26050,-0.55773
1.157989,26184,-0.97612
1.163121,26306,-1.16675
1.168111,26424,-1.4647
1.173302,26547,-1.60895
1.178008,26659,-1.6374
1.182917,26775,-1.52968
1.187625,26887,-1.31724
1.192394,27000,-0.93928
1.197508,27121,-0.55403
1.202615,27242,-0.08594
1.208056,27371,0.30411
1.213103,27491,0.83067
1.21829,27614,1.15502
1.223403,27736,1.49351
1.228178,27849,1.69903
1.233452,27975,1.5949
1.238169,28087,1.44619
1.243387,28211,1.42549
1.248392,28330,1.31183
1.253164,28443,1.02421
1.257841,28554,0.95463
1.262944,28676,0.83664
1.267426,28782,0.5878
1.272611,28906,0.65356
1.277548,29023,0.48612
1.282339,29137,0.40123
1.287068,29250,0.43883
1.291841,29363,0.30081
1.297044,29487,0.2627
1.301999,29605,0.11325
1.306454,29711,-0.105
1.316451,29949,-0.63855
1.321181,30062,-0.85578
1.326663,30193,-1.21776
1.332147,30324,-1.44186
1.337115,30442,-1.59713
1.342194,30563,-1.70172
1.347182,30682,-1.53482
1.351726,30790,-1.39415
1.356668,30908,-0.97868
1.361654,31027,-0.60477
1.366425,31141,-0.22078
1.371586,31264,0.32111
1.3764,31379,0.53205
1.381055,31490,1.11812
1.386081,31610,1.34793
1.390302,31711,1.58396
1.394865,31820,1.70867
1.399746,31937,1.75371
1.404848,32058,1.69816
1.409781,32176,1.50099
1.414588,32291,1.30441
1.418924,32395,1.1952
1.424446,32527,0.94229
1.429789,32654,0.78259
1.43424,32761,0.66171
1.439152,32878,0.6115
1.444178,32998,0.45278
1.44948,33125,0.37613
1.454819,33253,0.34
1.459864,33373,0.38175
1.464963,33495,0.28969
1.469981,33615,0.14005
1.474848,33732,-0.15029
1.480091,33857,-0.44227
1.484394,33960,-0.62152
1.489948,34093,-0.90563
1.495217,34219,-1.16872
1.4999,34331,-1.5071
1.505264,34459,-1.65056
1.510129,34576,-1.48759
1.514769,34687,-1.43095
1.519974,34811,-1.23314
1.52491,34930,-0.87885
1.529403,35037,-0.59285
1.535017,35172,-0.09084
1.539997,35291,0.42326
1.544932,35409,0.82014
1.549834,35526,1.10714
1.554933,35648,1.38914
1.559991,35769,1.53341
1.564515,35878,1.6383
1.569771,36004,1.55084
1.574751,36123,1.4816
1.579423,36235,1.19742
1.584397,36354,1.05848
1.588835,36460,0.96808
1.593077,36562,0.88448
1.597641,36671,0.53418
1.602917,36797,0.47258
1.607611,36910,0.5557
1.612392,37024,0.44428
1.617203,37140,0.35539
1.622047,37256,0.33028
1.627565,37388,0.32137
1.632427,37504,0.19411
1.637981,37637,-0.03875
1.643244,37763,-0.23584
1.648009,37878,-0.42692
1.653029,37998,-0.83488
1.657815,38112,-1.01127
1.663267,38243,-1.34067
1.6679,38354,-1.43451
1.67247,38464,-1.58041
1.677407,38582,-1.69004
1.68251,38704,-1.62712
1.687859,38832,-1.36998
1.692845,38952,-1.16614
1.697378,39060,-0.76225
1.702692,39187,-0.298
1.707787,39310,-0.04168
1.712544,39423,0.5316
1.717298,39537,0.70601
1.722386,39659,1.1944
1.727068,39771,1.30015
1.732128,39892,1.48317
1.737372,40018,1.61889
1.742049,40130,1.52158
1.746292,40232,1.17496
1.751657,40360,1.17978
1.756221,40469,1.0038
1.761473,40595,0.84582
1.766744,40721,0.67833
1.771186,40828,0.58905
1.776176,40947,0.53012
1.781483,41074,0.37537
1.78676,41200,0.30475
1.792644,41341,0.21387
1.797871,41466,0.2291
1.802472,41577,0.10172
1.807935,41707,0.0369
1.812707,41821,-0.06634
1.817838,41944,-0.39153
1.822937,42066,-0.61862
1.827425,42174,-0.81678
1.832614,42298,-1.26006
1.83742,42413,-1.39384
1.842072,42524,-1.59323
1.84754,42655,-1.76218
1.852572,42775,-1.80815
1.857733,42898,-1.73693
1.863371,43033,-1.4833
1.868682,43160,-1.12349
1.873583,43277,-0.82374
1.879063,43408,-0.3765
1.883853,43523,0.02094
1.889079,43648,0.48888
1.894356,43774,0.82552
1.899733,43902,1.03314
1.90473,44021,1.30874
1.909368,44132,1.49675
1.914048,44244,1.45409
1.919451,44373,1.34675
1.923736,44475,1.37835
1.928482,44589,1.21024
1.932865,44693,1.09726
1.938007,44816,0.90646
1.943037,44936,0.70412
1.947972,45054,0.6403
1.953213,45179,0.44457
1.957952,45292,0.26233
1.963066,45414,0.37589
1.968373,45540,0.35188
1.973067,45652,0.35355
1.978066,45771,0.12242
1.984092,45915,0.14245
1.98939,46041,-0.13759
1.994141,46155,-0.34886
1.999526,46283,-0.47787
2.00502,46414,-0.78988
2.01,46532,-1.18403
2.014908,46649,-1.36894
2.020006,46771,-1.50528
2.025282,46896,-1.70583
2.030098,47011,-1.79635
2.035149,47131,-1.6537
2.040224,47252,-1.61352
2.045097,47368,-1.40974
2.050551,47497,-1.18177
2.054963,47602,-0.87514
2.059641,47713,-0.54948
2.064608,47832,-0.18823
2.070084,47962,0.31164
2.07499,48078,0.70327
2.079735,48191,1.06089
2.084426,48302,1.25974
2.089241,48417,1.3253
2.094177,48534,1.4462
2.099619,48663,1.41732
2.104722,48784,1.3939
2.108627,48877,1.29182
2.113974,49004,1.04608
2.118971,49122,1.00679
2.12387,49238,0.90517
2.12888,49357,0.53008
2.133745,49473,0.45645
2.138537,49586,0.46566
2.147792,49805,0.36216
2.152523,49917,0.23744
2.157524,50036,0.26987
2.162815,50161,0.29526
2.168278,50290,0.10096
2.173341,50410,0.05644
2.178647,50536,-0.00504
2.182738,50632,-0.26802
2.188104,50759,-0.49939
2.192476,50863,-0.72422
2.197507,50982,-1.05258
2.202629,51103,-1.18018
2.20683,51202,-1.42361
2.211721,51317,-1.55422
2.217119,51445,-1.70358
2.221447,51547,-1.78461
2.226056,51656,-1.7238
2.231363,51781,-1.61437
2.236093,51893,-1.47523
2.241104,52011,-1.16103
2.246027,52127,-0.87783
2.250619,52235,-0.67687
2.256053,52363,-3.05034
2.261132,52483,0.34343
2.266638,52612,0.58696
2.272179,52743,0.9279
2.277292,52863,1.16567
2.282168,52978,1.23538
2.286834,53088,1.38645
2.292082,53211,1.28152
2.297065,53328,1.37841
2.302141,53447,1.41174
2.307375,53570,1.19173
2.312689,53695,0.99662
2.318055,53821,0.80162
2.323262,53943,0.66944
2.328645,54070,0.58098
2.333563,54185,0.39708
2.338212,54294,0.4618
2.342731,54400,0.31313
2.348103,54526,0.27304
2.352994,54641,0.20596
2.357813,54753,0.14941
2.362526,54864,0.15578
2.367373,54977,0.06272
2.372264,55092,0.10706
2.377359,55211,-0.0298
2.382842,55339,-0.1911
2.387518,55448,-0.36238
2.392067,55555,-0.64308
2.397122,55673,-0.86847
2.402241,55792,-1.07556
2.407322,55911,-1.24864
2.412511,56032,-1.49977
2.417734,56154,-1.59563
2.423143,56280,-1.71033
2.428033,56394,-1.7621
2.433021,56511,-1.60383
2.437923,56625,-1.57128
2.442645,56735,-1.21845
2.447621,56851,-0.94718
2.452535,56965,-0.63814
2.456945,57068,-0.35373
2.461775,57180,-0.01815
2.466877,57299,0.25731
2.471929,57416,0.5656
2.476747,57528,0.99693
2.482036,57651,1.25203
2.487467,57777,1.53949
2.492599,57896,1.55112
2.497756,58016,1.60938
2.502721,58131,1.62793
2.507522,58242,1.56432
2.511741,58340,1.45835
2.515972,58438,1.35654
2.52116,58558,1.32365
2.526089,58672,1.12011
2.531759,58803,0.91527
2.537235,58930,0.91454
2.542276,59047,0.61581
2.547555,59169,0.56299
2.553173,59298,0.56368
2.558458,59421,0.50758
2.563191,59530,0.53463
2.568638,59655,0.43952
2.573719,59773,0.27976
2.578778,59889,0.27375
2.583249,59992,0.22268
2.588629,60116,0.28481
2.592949,60216,0.02813
2.597556,60322,-0.05972
2.603241,60453,-0.23758
2.608208,60567,-0.41403
2.613419,60687,-0.80421
2.6177,60785,-0.99601
2.622929,60905,-1.03428
2.62763,61013,-1.33857
2.6328,61132,-1.32175
2.637397,61238,-1.54523
2.641889,61341,-1.6791
2.647339,61466,-1.65389
2.652143,61576,-1.53747
2.661968,61801,-1.30507
2.666499,61904,-1.1564
2.671731,62024,-0.83741
2.676963,62144,-0.55378
2.6817,62252,-0.39333
2.685845,62347,-0.0788
2.690662,62457,0.28099
2.695791,62574,0.50734
2.700643,62685,0.84575
2.705455,62794,1.10412
2.710611,62912,1.35667
2.720975,63148,1.46176
2.726159,63266,1.5487
2.731046,63378,1.45513
2.736733,63507,1.50191
2.741754,63621,1.51851
2.746575,63731,1.25522
2.755968,63944,1.03258
2.761255,64064,0.85826
2.765818,64168,0.78668
2.771395,64294,0.65055
2.776428,64408,0.6591
2.781797,64530,0.53973
2.786818,64644,0.35758
2.792268,64767,0.34263
2.797437,64884,0.30146
2.802982,65009,0.35303
2.80768,65116,0.2744
2.812415,65223,0.26487
2.817655,65341,0.09507
2.822606,65453,0.09872
2.826838,65548,-0.06611
2.832103,65667,-0.27476
2.836963,65776,-0.17927
2.841603,65881,-0.44635
2.847228,66008,-0.67457
2.85185,66112,-0.79142
2.857962,66249,-0.97767
2.862953,66361,-1.15849
2.867868,66472,-1.25739
2.872893,66585,-1.34896
2.877981,66699,-1.59156
2.883377,66820,-1.63526
2.888221,66929,-1.69102
2.892747,67030,-1.6367
2.897693,67141,-1.49267
2.902227,67243,-1.37046
2.906962,67349,-1.23688
2.912023,67462,-1.07226
2.91755,67585,-0.81224
2.92345,67717,-0.44868
2.927774,67814,-0.04553
2.932489,67919,0.18478
2.936981,68019,0.40184
2.942005,68131,0.68287
2.947301,68250,1.02167
2.952325,68362,1.11998
2.957429,68475,1.45844
2.962565,68590,1.48574
2.968151,68714,1.71139
2.972977,68821,1.67995
2.977463,68921,1.78181
2.982562,69034,1.60818
2.987232,69138,1.51253
2.992508,69255,1.38894
2.997247,69360,1.38966
3.002026,69466,1.21768
3.007625,69590,1.14031
3.013126,69712,0.86414
3.01755,69810,0.95384
3.022862,69927,0.75793
3.028419,70050,0.69532
3.032918,70150,0.57176
3.03756,70252,0.53186
3.042675,70365,0.39452
3.046818,70457,0.43402
3.051991,70571,0.4283
3.056836,70678,0.27168
3.062622,70805,0.29165
3.067284,70908,0.20848
3.072793,71029,0.28401
3.077888,71141,0.14618
3.082672,71246,0.07467
3.087833,71360,-0.03452
3.092729,71467,-0.1128
3.097732,71577,-0.2301
3.102952,71691,-0.39683
3.108546,71814,-0.49365
3.113472,71922,-0.75017
3.118477,72032,-0.96804
3.123359,72139,-1.00829
3.128266,72246,-1.21677
3.13291,72347,-1.45058
3.137469,72447,-1.45588
3.142561,72558,-1.61744
3.148121,72680,-1.72799
3.152545,72776,-1.89953
3.157884,72893,-1.8078
3.162633,72996,-1.67169
3.167837,73109,-1.78833
3.173671,73236,-1.6285
3.179662,73367,-1.35172
3.184972,73482,-1.25444
3.189671,73584,-1.05791
3.195052,73701,-0.72912
3.200157,73812,-0.48299
3.205451,73927,-0.26889
3.210362,74033,-0.02083
3.216344,74163,0.22055
3.221326,74271,0.49932
3.226901,74392,0.74768
3.231861,74499,0.95125
3.236742,74604,1.13791
3.241745,74712,1.15793
3.246755,74821,1.32611
3.252247,74939,1.39386
3.257249,75047,1.46556
3.261836,75146,1.51319
3.266779,75252,1.53823
3.271919,75363,1.4923
3.276726,75466,1.30553
3.281886,75577,1.21633
3.287317,75694,1.15972
3.292214,75799,1.12781
3.297148,75905,1.02322
3.302359,76017,0.84145
3.307219,76121,0.85731
3.312163,76227,0.62826
3.317515,76342,0.53246
3.322518,76449,0.57186
3.327903,76564,0.48164
3.333182,76677,0.45905
3.338395,76789,0.39006
3.343708,76902,0.43472
3.349178,77019,0.28364
3.353845,77118,0.30445
3.358405,77216,0.12414
3.362914,77312,0.44827
3.368668,77434,0.14976
3.373024,77527,0.04477
3.378241,77638,0.0552
3.383792,77756,-0.00655
3.389341,77874,-0.00735
3.394361,77980,-0.29789
3.398952,78078,-0.27029
3.404205,78189,-0.42486
3.409322,78298,-0.65817
3.413988,78397,-0.88346
3.418911,78501,-0.87707
3.423994,78608,-1.00665
3.428414,78702,-1.27107
3.433096,78801,-1.41633
3.437621,78897,-1.44359
3.442653,79003,-1.54556
3.448154,79119,-1.60406
3.452916,79219,-1.68745
3.457953,79325,-1.78664
3.46338,79440,-1.86978
3.468865,79555,-1.7376
3.473434,79651,-1.71812
3.478398,79756,-1.50908
3.483355,79860,-1.41258
3.488134,79960,-1.41534
3.493675,80077,-1.17624
3.498899,80186,-0.98269
3.504099,80295,-0.76027
3.509279,80404,-0.49342
3.514784,80519,-0.41997
3.520088,80630,-0.09877
3.52484,80730,0.16729
3.529698,80831,0.34844
3.534823,80938,0.59806
3.540387,81054,0.84359
3.545431,81160,0.99559
3.550852,81273,1.14846
3.555617,81372,1.24139
3.560931,81483,1.30377
3.566546,81600,1.37263
3.570977,81692,1.50103
3.57613,81799,1.44789
3.581384,81908,1.38662
3.587108,82027,1.29137
3.591764,82124,1.38227
3.597077,82234,1.36936
3.601895,82334,1.13671
3.606972,82439,1.07729
3.612298,82549,0.99648
3.61717,82650,0.86644
3.62183,82747,0.77459
3.626568,82845,0.64885
3.63227,82963,0.59168
3.63775,83076,0.4122
3.642763,83179,0.38257
3.648027,83288,0.37411
3.653003,83390,0.26425
3.657972,83493,0.26164
3.662801,83592,0.1564
3.667397,83687,0.20035
3.672342,83788,0.18519
3.67746,83894,0.14734
3.68325,84013,0.17228
3.688131,84113,0.1318
3.692752,84208,0.01864
3.697761,84310,0.12217
3.702727,84412,-0.01295
3.707655,84513,0.00518
3.712605,84614,-0.12997
3.71714,84707,-0.1328
3.72181,84803,-0.38223
3.726725,84903,-0.27019
3.731824,85007,-0.38229
3.736785,85109,-0.65992
3.741427,85203,-0.68027
3.746568,85308,-0.87425
3.751251,85404,-1.02241
3.756572,85512,-0.97586
3.761573,85614,-1.06288
3.766784,85720,-1.27106
3.771676,85820,-1.49955
3.777124,85930,-1.54666
3.781911,86028,-1.53702
3.787154,86134,-1.66362
3.792329,86239,-1.8064
3.7973,86340,-1.8299
3.802653,86448,-1.74326
3.808129,86559,-1.7669
3.812753,86653,-1.72868
3.817752,86754,-1.67333
3.822941,86859,-1.45917
3.82772,86956,-1.42662
3.832593,87054,-1.34429
3.837761,87159,-1.10977
3.842363,87251,-0.85524
3.847939,87364,-0.72829
3.852579,87457,-0.52266
3.857305,87553,-0.26678
3.862262,87653,-0.03708
3.867307,87754,0.23241
3.87215,87851,0.38417
3.877103,87951,0.59375
3.881948,88048,0.723
3.88648,88139,0.92069
3.891612,88243,1.07311
3.89678,88346,1.21104
3.902607,88463,1.39272
3.907626,88564,1.39189
3.912769,88667,1.48799
3.918066,88773,1.5391
3.922689,88865,1.56045
3.927674,88965,1.33497
3.933197,89075,1.53179
3.937585,89163,1.36445
3.942391,89259,1.29674
3.947052,89352,1.18019
3.952451,89460,1.25374
3.957213,89555,1.10707
3.96238,89658,0.99552
3.967577,89761,0.77326
3.972495,89859,0.78832
3.978269,89974,0.72511
3.9832,90072,0.74062
3.987619,90160,0.58907
3.992857,90264,0.54722
3.997495,90356,0.41279
4.002139,90448,0.43047
4.00682,90541,0.35943
4.011856,90641,0.33512
4.016845,90740,0.31592
4.021409,90830,0.45729
4.027085,90942,0.37824
4.032695,91053,0.24365
4.037635,91151,0.29343
4.042872,91255,0.21258
4.047593,91348,0.28575
4.052634,91447,0.21057
4.057487,91543,0.11361
4.061994,91632,0.05306
4.066701,91725,-0.02791
4.071823,91826,-0.26951
4.076856,91925,-0.24087
4.082066,92027,-0.36399
4.086896,92123,-0.5274
4.092492,92233,-0.59849
4.097866,92338,-0.72979
4.102809,92435,-0.87805
4.108547,92548,-1.10433
4.113571,92647,-1.24614
4.118931,92752,-1.4234
4.123819,92848,-1.43495
4.129267,92954,-1.60157
4.134091,93049,-1.59353
4.138841,93142,-1.76575
4.14289,93221,-1.82708
4.148448,93330,-1.86016
4.153483,93428,-1.74221
4.158145,93520,-1.71992
4.163328,93621,-1.60345
4.168848,93729,-1.42685
4.173827,93826,-1.35485
4.178037,93908,-1.26997
4.183261,94010,-1.06957
4.188173,94106,-0.80109
4.192931,94198,-0.46608
4.197814,94293,-0.39662
4.202049,94376,-0.25263
4.207567,94483,-0.02862
4.212635,94582,0.23881
4.217993,94686,0.47916
4.223254,94788,0.64045
4.22836,94887,0.7598
4.233881,94995,1.0698
4.238848,95091,1.25227
4.243533,95182,1.36749
4.248685,95282,1.34625
4.253979,95384,1.45817
4.259011,95482,1.55305
4.264096,95580,1.43814
4.268832,95672,1.44023
4.273966,95771,1.50067
4.279382,95876,1.34905
4.284451,95974,1.25833
4.289517,96072,1.24798
4.294746,96173,1.19011
4.299771,96270,0.99097
4.304743,96366,1.10156
4.309853,96464,0.92976
4.314861,96561,0.66267
4.320134,96663,0.6075
4.325125,96759,0.65869
4.330214,96857,0.40245
4.335129,96951,0.4063
4.340058,97046,0.36559
4.34486,97139,0.31074
4.349848,97235,0.30784
4.354942,97332,0.31009
4.359742,97425,0.27623
4.365185,97529,0.35554
4.37016,97625,0.29317
4.375036,97718,0.35451
4.380591,97825,0.26707
4.385539,97920,0.3073
4.390917,98023,0.09708
4.396125,98123,0.04367
4.400748,98211,-0.08049
4.405867,98309,-0.20078
4.411324,98414,-0.37497
4.416053,98504,-0.49165
4.42098,98598,-0.52093
4.425606,98687,-0.66511
4.429921,98769,-0.79391
4.434898,98864,-0.98422
4.439794,98958,-1.27915
4.444819,99054,-1.38011
4.449763,99148,-1.57921
4.454865,99246,-1.57934
4.459272,99330,-1.61107
4.464241,99424,-1.73287
4.469063,99516,-1.70753
4.473947,99609,-1.77609
4.478713,99700,-1.76356
4.483629,99794,-1.7812
4.488327,99883,-1.73733
4.492477,99962,-1.60486
4.497718,100062,-1.2763
4.502731,100157,-1.18842
4.508197,100261,-1.03904
4.513407,100360,-0.80993
4.517994,100448,-0.45046
4.523197,100546,-0.18644
4.528336,100644,-0.02559
4.533318,100739,0.31554
4.538075,100829,0.60672
4.542915,100921,0.77999
4.547893,101015,0.91669
4.553278,101117,1.04902
4.558748,101221,1.229
4.563817,101317,1.24592
4.568858,101412,1.41664
4.57352,101501,1.4688
4.578792,101601,1.42503
4.5838,101695,1.45454
4.589034,101794,1.4461
4.594374,101895,1.31093
4.599386,101990,1.22789
4.604285,102083,0.97985
4.609843,102188,0.89413
4.614867,102283,0.80722
4.619479,102370,0.7954
4.624018,102456,0.70749
4.629348,102556,0.39367
4.634258,102649,0.34419
4.639131,102741,0.40055
4.643787,102829,0.3837
4.64903,102928,0.3815
4.653874,103019,0.20991
4.658929,103114,0.28936
4.66396,103209,0.16098
4.668924,103303,0.24169
4.674013,103399,0.292
4.678818,103489,0.15619
4.6838,103583,0.02379
4.688836,103678,-0.00633
4.693843,103772,0.00325
4.698442,103859,-0.1712
4.703959,103963,-0.2549
4.709401,104065,-0.3965
4.714388,104159,-0.69223
4.718917,104244,-0.76314
4.723728,104334,-0.89688
4.728668,104427,-1.22195
4.734148,104530,-1.34202
4.73898,104621,-1.44148
4.744301,104721,-1.5309
4.749,104809,-1.70501
4.753524,104894,-1.82344
4.758938,104996,-1.80378
4.763538,105082,-1.78637
4.768888,105182,-1.72785
4.774097,105280,-1.52458
4.779528,105382,-1.33665
4.785366,105492,-1.19286
4.790162,105582,-0.96855
4.794258,105658,-0.76471
4.798976,105747,-0.35315
4.803772,105837,-0.09095
4.808582,105927,0.18118
4.813498,106019,0.44765
4.819418,106130,0.83575
4.824477,106225,0.90156
4.829489,106319,1.1612
4.834478,106412,1.28602
4.838817,106493,1.53707
4.84373,106585,1.33399
4.848864,106681,1.45872
4.854394,106785,1.4634
4.859296,106877,1.33323
4.864242,106969,1.25614
4.869935,107076,1.18989
4.874974,107170,0.97826
4.879534,107255,0.75548
4.88406,107340,0.66192
4.888925,107431,0.48972
4.89429,107531,0.49721
4.899291,107625,0.2839
4.903841,107710,0.33914
4.908998,107806,0.24088
4.914013,107900,0.2291
4.91885,107990,0.27533
4.923691,108081,0.15675
4.929086,108181,0.07462
4.934254,108278,0.10209
4.939141,108369,-0.09507
4.944286,108465,0.03543
4.949201,108557,-0.10723
4.954879,108663,-0.23591
4.959411,108748,-0.4253
4.964363,108840,-0.58099
4.96911,108929,-0.84516
4.974347,109027,-0.96998
4.97939,109121,-1.21577
4.984306,109213,-1.30308
4.989288,109306,-1.50972
4.993824,109390,-1.80609
4.999043,109488,-1.76012
5.003669,109574,-1.87157
5.009059,109675,-1.75911
5.013833,109764,-1.57379
5.019249,109865,-1.43745
5.024055,109955,-1.225
5.028773,110043,-1.15507
5.033843,110137,-0.84118
5.039653,110246,-0.515
5.044555,110337,-0.12771
5.050013,110439,0.28485
5.055393,110539,0.62123
5.059989,110625,0.81354
5.065491,110728,1.18445
5.070115,110814,1.33946
5.075277,110910,1.48204
5.080232,111003,1.51974
5.085108,111094,1.47421
5.089669,111179,1.41608
5.094667,111272,1.35771
5.098918,111351,1.25815
5.103222,111432,1.14216
5.107897,111519,1.0322
5.113523,111624,0.61578
5.118263,111712,0.64816
5.123319,111807,0.43408
5.128489,111903,0.36325
5.133455,111996,0.29497
5.137931,112079,0.28065
5.143198,112178,0.44526
5.147888,112265,0.20497
5.152732,112356,0.20374
5.157957,112453,0.13093
5.162715,112542,-0.02937
5.167671,112634,0.04215
5.171888,112713,-0.05976
5.176599,112801,-0.37799
5.181406,112891,-0.36333
5.18648,112986,-0.61681
5.190967,113069,-0.71992
5.195596,113156,-1.02051
5.201088,113258,-1.18908
5.205894,113348,-1.46675
5.2109,113441,-1.64743
5.2162,113540,-1.66948
5.220815,113627,-1.78699
5.225594,113716,-1.7874
5.230703,113811,-1.62801
5.235401,113899,-1.40452
5.240403,113993,-1.26284
5.245947,114096,-0.78792
5.251007,114191,-0.44064
5.256029,114285,0.02615
5.26111,114380,0.21267
5.266137,114473,0.62678
5.271609,114576,0.83481
